id,tweet,label
1529596177515220994,ياسعود ماورا حظي سلام جعل كل شين مرني مايمرك لا يغرك ان كان بالوجه ابتسام والله ان العلوم الخافيه ماتسرك,2
1529592707903004672,يا شين الحريم لا انفلتو,2
1529590370731950081,صاح قلبي وكان وده يتبعك وطاحت دموعي لان الحظ شين ليه تشتتني وانا اللي اعشقك وليه تتركني وانا كلي حنين,2
1529587465954242562,اشتقت لايام ماكنا ننام علي انجازات جديده ونصحي علي عودات الفقر شين,2
1529583792041693184,الصدور الرحبه زعلها شين,2
1529582277457485827,الله يسامح حظنا دايم مع الاحباب شين,2
1529582243907260417,ماش حظك شين معاها هذي ثاني مره تسوي حفله ولاتروحين,2
1529582193940516872,يا شين الحب اذا كان من طرف واحد,2
1529579898632904711,مت شين وقوي عين من جد,2
1529578846072324100,مليون الله الطمع شين وانا امك,2
1529577375737978881,يا شين طلبات الجوع تمتلي الطاوله وتشبع العين وانت يا دوب اكلت,2
1529577036456632320,ي شين الصداع لا صار ما ينفع معه مسكنات,2
1529575058993184769,يا شين الغلط يومك تدري انه مقصود,2
1529573136341016579,يا شين الي ما يبي يفهم,2
1529572149467484163,الشين شين لحد يسوقها عليك,2
1529569130059374592,دايم حظك شين بالسفر,2
1529568787225268226,يا شين الناس اللي تفكر انها محور الكون,2
1529567883193458689,الله يسامح حظنا دايم مع الاحباب شين,2
1529567772610637827,يا شين افكارك,2
1529567601923342338,اضحك مع ﺎلعالم وﺎنا ضايق ﺎلبال امدح لهم حالي و ﺎنا خاطري شين,2
1529567205771333635,يا شين الي قلبه طيب وعلي نياته,2
1529565901275729921,هه والله ياهو شين نفس نفسيه خلاص ابرسله لك زمنه يسمع كلامك,2
1529563833450254338,الا ليت الفجر ما بان تري فرقي الاحبه شين,2
1529563714810261505,هذا معه نفسيه ولا فيه ماضي شين حاصل له وعمم,2
1529563050650517505,وكل ابونا ياعرب رحنا شطير ماشيي مكاسب كلها شين وزري,2
1529562594981421057,يا شين حظ اللي هقي ثم تمني وابطي عليه الوقت ما حقق مناه,2
1529562303477305344,شين وممل ولا فيه اي شي,2
1529558820590129154,يا شين غيبتك و يازين قربك,2
1529556657717510145,اضحك مع ﺎلعالم وﺎنا ضايق ﺎلبال امدح لهم حالي و ﺎنا خاطري شين,2
1529554875436175361,الله يسامح حظنا دايم مع الاحباب شين,2
1529551527416934407,يا شين فلسفتك حكمتي علي علاقتها وعلي الشخص بدون تفاصيل كافيه اذا خبي عنها انتقدتي واذا صارحها انتقدتي مدري وش تبغين محسستني الناس ملاءكه ومثاليين بلا اغلاط,2
1529548927686549507,الحمدلله يارب بس حظي مرره شين مره,2
1529548229662191616,يا شين الضيقه اللي تجيك بعد الدراسه,2
1529547114803511298,اه ي ثقل الكلام وري صدري عتابه واه يا شين الطواري يوم اقلبها براسيي,2
1529546726859751424,شين وردي وقوي عين,2
1529544493061529600,الله يسامح حظنا دايم مع الاحباب شين,2
1529540175986049027,شين الفعايل تجبر الخاطر يعوف,2
1529536371462914049,ان اكرمت الكريم ملكته وان اكرمت اللءيم تمردا يخيي تري كلها ريالين بيكمل فيها او سويتي هالقصه كللها عشان ريالين بس يا شين البخل ولا مبسوطه كل شهر يحولك ويهديك وصدقيني انه استحي يكلم اخوانه او اصحابه عليها وقال اشوف اقرب الناس لي وزوجتي المستقبليه لكن الله لا يبلانا,2
1529536290269560834,يا شين الوقت وانتي مو فيه,2
1529533337244672001,الوضع شين والله كل شيء زادت اسعاره بصوره كبيره ذاك اليوم اروح اشتري حليب ولبن وزبادي من البقاله الحساب فوق ريال هذي اول كان الواحد يشتريها ب,2
1529532055998046208,الكبر شين والله,2
1529531779513819139,يا شين حقين الدعايه لين يمجد بالمنتج وكلنا عارفينه انه منتج عادي جدا طبعا ما انسي السلق وهم يشترون المنتج لعيون المشهور,2
1529531206651478017,يا عوونن الله تعال وقول اي حاجه يا شين الذل والحاجه ابعذر طوله غيابك وقلبي جرحك بينساه,2
1529530383167111168,يا شين التعب,2
1529529557493108740,اللي يسمعك يقول ماني مقاطعتهم اساسا هذولي بالذات ماجيهم واشوف بنات القات بصيدلياتهم ماخافينا شين بحايل ماروح غير للدواء اللي به سعودي واتعمد اروح للسعودي واترك المصري به فرع ثاني تداوم به سعوديه باوقات الظهر اروح له بعد ولالروح العصر لان الكشري به من العصر,2
1529527856979656711,اييه اييه ياكثرر ما قلت ابسوي وابسوي ولا فيه شين من اللي قلت سووييته راحت حياتي وانا اطري وانا انوي,2
1529526494808182788,شين وقوي عين والله ذي البجاحه ي ناس,2
1529523184499834880,ي شين ي التلميع المفروض تمدح جانغ هو اللي سحب نفسه ويوم شافه حقروص سوا زيه,2
1529522480800575489,ترا الصدور الرحبه زعلها شين,2
1529521746843521025,شين وقوي عين,2
1529521544531148800,يا شين غلقه نومه العصر,2
1529521363169443841,بعد ما اشتكتهم وما لقي تجاوب منهم كتب معاناته وقامو هددوه بالاعتذار وغصبوه يعتذر لدرجه مظلم و ويعتذر عشان عيون مشرفه يا شين كسرت العين والله السعوديين ما يرضون لولدهم بنكسر مقاطعه باجه,2
1529517930618167299,يا شين الشعور,2
1529514659652435970,انتم نكته شين وقواه عين,2
1529510087341006849,الصدور الرحبه عيبها ان زعلها شين,2
1529509196676358144,يا شين اللقافه بس,2
1529505490820112388,زود علي شين الوجه شين اخلاق وشين علم,2
1529504595659063296,ركز علي فريقك النقص عندكم شين والله,2
1529504131358117888,مادري وش احتاج القاءمه مليانه الطمع شين ,2
1529504054736560129,يا شين التشيع ,2
1529503509497913345,احذر من ال مليون احسن يبعتوا يجيبوا ال الباقين وقتها بيصير وضعك شين,2
1529503427377741824,الطمع شين صح,2
1529501469883375619,معروف العدو والصديق لكن العناد شين,2
1529500822433943553,يا شين الكبت اللي ما يجي وراه الا الحسايف يعني تكبت تكبت اخرتها توصل حد معين وتخربها,2
1529493015252848642,يا شين هالحركات هذي وظيفه الحارس ما لك دخل يا ملقوف,2
1529492663338258432,استغفر الله شين وقوي عين,2
1529490504307589120,اي انتبه زعله شين,2
1529490363848839171,يا شين حقين اللطافه احيانا غثيثين,2
1529489716969623554,ياربي قد ايش كسر الخواطر شين والله,2
1529488737486483461,كل شين صغير لكبر صار حلو مادري ليش,2
1529486941569355777,اقول يا شين الهياط,2
1529486292605718530,عندي لكم خبر شين الله المستعان اي منتج تشتريه من اسبانيا ايطاليا المانيا احتمال كبير جدا ترتفع قيمته مع بدايه الشهر الجاي ماودي هالشي يصير لاكن بوتين نكبنا الي يقدر يشتري او يحجز لعل و عسي ان ماحصل ارتفاع يردها الكلام منقول من مصنع مواد سباكه معروف,2
1529485623287070720,شين وقوي عين ما ذاكرت وتتحلطم هه,2
1529485082884554752,يا شين الخيبه بعد الهقاوي مره مره,2
1529484831406563329,يا شين سوالف الرجال اذا صارت كلها عن الحريم,2
1529483726048174081,ي ضايق الخاطر ترا خاطري شين لا ضاق لك خاطر تضيق الوسيعه حقك علي مغليك ي كامل الزين عيونك الحلوه ما ترضي القطيعه,2
1529482110368722944,لو كل من يتعرض للتنمر يقتل وبهالبشاعهكان مابقي احد يشجع الهلال كان امدانا انقرضنا سناوين طويله والزعيم يذل ويهين كل من يتحداه واخرهم قطو جده اللي من شين طبايعهم الخمه ماسلموا علي الكتيبه علوم المرجله تقول سلم علي راس تريد قطعه ورجال الزعيم علموهم المرجله بثلاثيه خنقتهم في ملعبهم,2
1529481689650667520,انا اكره محبه ماتعز اثنين وانا اكره محبه تعني استسلام ,2
1529481123436412929,كل شين في حبيبي اكتمل,2
1529478464163782658,يا شين كبار الهقاوي ليا خابت,2
1529477007167434752,ااخ يا شين شعور الغدره,2
1529476904792858625,صراحه التنمر شي شين لكن احد يتنمر عليك بالعكس غلطه كبيره,2
1529476256638681091,والله كلامكم شين,2
1529471150417498114,لا تامن الدنيا تري وضعها شين ماعاد به دنيا صحيحا بدنها لاصارو العقال مثل المجانين واصبح ردي العرف يامر وينها رشيد الزلامي رحمه الله,2
1529471128569368576,في مجتمع مملوء شين وقو عين,2
1529470782702768130,شعور شين اذا حبك شخص وانت ماتبادله هالمشاعر هو يحبك وانت تكره نفسك,2
1529470027598012417,انت الي برد المنتجات الي ذكرها جودتها اعلي من الي عندك يا شين الفغاره,2
1529468260110016512,كانو النسوان زمان لهم شق بيت الشعر ترقد وتضيف فيه والحين ثلاثه ادوار وطبع شين بعد,2
1529466190409740289,ياربي انا ضعفت وضعف الانسان شين وتعبت من حاجه تسلبني ارادتي اعتقني من الشعور الي ماهو فاليدين ومن دمعه ماشهدها غير سجادتي,2
1529462973462466562,الصدور الرحبه زعلها شين,2
1529459926271131648,اختصار للكلام انك شين وقوي عين,2
1529459847468617729,يا شين الحيره,2
1529457892033806337,يا شين الشخص اللي يسوي نفسه يمون وهو لا,2
1529455854050848769,انتي الي مافهم شين وقوي عين بقطع الشارع وانتو وقفو لانكم تناظرون من بعيد,2
1529450720440864768,شين وقوه عين,2
1529444267030085633,يا شين السخونه اللي بلا مقدمات,2
1529679974579462144,طيب انت ادعمه انا مستعد اعطيه قصايد يغنيها مع ان صوته يجيب الهم,2
1529678499602104320,يا شين الوقت من دونك وانا قاعد,2
1529678417309749249,ولا عاد اللي يعلنون ل اكل كل الاطباق لذييذهه مافيه شيء شين طيب ذموا شيء قولوا هذا مثلا مب لذيذ ما انصحكم بس الناس اذواق ممكن يعجبكم عشان يبان انه اعلان صادق عاد كلهم كذابين كل ما جربت اعلان مطعم يطلع خايس واكتشفت اي مطعم يعلن عند مشهور معناته اكله ما ينبلع,2
1529674771272720385,علموه ان المفارق علي المشتاق شين وعلموه ان كان ناسي تراني ما نسيت,2
1529670812009123841,صاح قلبي وكان وده يتبعك وطاحت دموعي لان الحظ شين ليه تشتتني وانا اللي اجمعك ليه تتركني وانا كلي حنين,2
1529658374824001536,جيل الطيبين انا اعترض علي التسميه من الاساس من قال كلهم طيبين ومن قال ان الطيبه انحصرت علي جيلهم وحنا جيلنا والجيل اللي بعدنا صار كل شي شين فيه والله كل جيل فيه الشين والزين وكل ناس فيها الخير والشر قبل والا الحين سواء اباء والا ابناء والا اجداد,2
1529655332909219842,مابيك تزعل ولا حتي تعاتبني كل الحكايه خايف من الدين خذوك وادري انك باقي تجاملني تحبني واحبك لكن الحظ شين,2
1529653398273937408,شف البعض منهم البعض يعميهم الريال حتي لو هو شين يحس انه زين,2
1529652671195533313,اههخ ي شين تعب,2
1529651873292210177,مين هذا شين وقوي عين ياخساره ايمن يحيي فيهم,2
1529648720190574594,في مجتمع مملوء شين وقو عين,2
1529647222060728322,شين الفعايل تجبر الخاطر يعوف,2
1529646379269775361,نذل بشكل وفوق ذالك التنمر وربي انه شين لكن حسابه عند ربي,2
1529645943942963202,شين الفعايل تجبر الخاطر يعوف,2
1529645866184851456,هل صحيح لو فسرت حلم يوقع لاني مب قادره ارتاح من فسرت حلمي وطلع التفسير جدا شين كيف اقدر اتخطي هالحلم,2
1529642905484283904,هه الهياط شين,2
1529642888392482822,يا شين الهقوه لا هقيتها باحد ماكنت حاسب لها حساب,2
1529641395388092416,يا شين حقين الطب وسوالفهم اكرهكم,2
1529638221742755853,تراك من ليله تتويج الفيحاء وسقوط نادي الفساد ما نامت عينك تذرف الدمع ي شين الجبناء,2
1529637477404839938,يا اصرفي عليهم ولا انثبري هذا الي ناقص بعد تقيمين حاجه الناس وتقيمين وضع اهلهم اذا بيصرفون عليهم ولا لا يا شين الانانيه بعد,2
1529635691558232066,ياسعود ماورا حظي سلام جعل كل شين مرني مايمرك لا يغرك ان كان بالوجه ابتسام والله ان العلوم الخافيه ماتسرك,2
1529633532548681728,ي شين الناس كريهين,2
1529620498530836480,اتمني رجلي ماعاد توطوط علي ذبحني الخفقان يا شين شي ما شابه اهله,2
1529620001933623297,علي قوله الاولين يا شين شي ما شابه اهله,2
1529612429822513158,انا كلها مابيها الا اخر وحده اقلب الدنيا اذا ماصارت شين وقوي عين,2
1529611998157279234,مافي ابرد من وجهك شين وقوي عين اذلف,2
1529609629868630018,يا وحشه غيابك ويا شين فراقك ويا كبر ذنبك لو تحسبني نسيتك,2
1529606959628013568,يعني اذا طلع شين او مغصوبه عليه تطلع,2
1529606272743526400,يا شين السماجه لو تحب كوعك ما راح يستظيفونك,2
1529605904458465281,هذا القانون اللي اغلب الناس مصدقينه وهو خرطي كل مافي الموضوع ان حظك شين,2
1529601849682272257,شين وقواه عين فوق ما انه غلطان يتواقح علي ناس,2
1529601411947941896,شين الفعايل تجبر الخاطر يعوف,2
1529597469348220938,في مجتمع مملوء شين وقو عين انبل ردود الفعل انك تستحي,2
1529597218205868033,صاح قلبي وكان وده يتعبك وطاحت دموعي لان الحظ شين ليه تشتتيني وانا الي اجمعك ليه تتركيني وانا كلي حنين,2
1529596177515220994,ياسعود ماورا حظي سلام جعل كل شين مرني مايمرك لا يغرك ان كان بالوجه ابتسام والله ان العلوم الخافيه ماتسرك,2
1529595751424204801,بعض الشجر لويبطي الغيم مسقاه يموت راس الغصن والجذع نابت مثل الكفو صلف الزمن لو تحداه تشوف حاله شين والطيب ثابت,2
1529594700298076160,حاضر ايتها الملكه بس ادري حظي شين مارح افوز لو ماشارك غيري,2
1529594530672136194,في ناس عبيطه لي درجه انها تعترض ع الناس اللي ما شين ع الدين والشريعه يا خي لكم دينكم وليا دين كل واحد يسوي اللي يبغا اللي يبغا يتفسخ كيفو لي نفسو واللي يبغا يحجب بناتو له الجنه,2
1529592707903004672,يا شين الحريم لا انفلتو,2
1529591889455874049,يا حاره الوجد بدروبك خطاوي مطر و لا خطاوي دموع العالم الراحلين والله ما يحتاج نمدح و الكلمات صالح البلوي وش عاد نقول بالشاعر القنديل و الصوت صوت احمد الي ما يدخل ب شين الا يزينه ابداعع,2
1529590370731950081,صاح قلبي وكان وده يتبعك وطاحت دموعي لان الحظ شين ليه تشتتني وانا اللي اعشقك وليه تتركني وانا كلي حنين,2
1529589783109984259,والله الضرب شين زين انهم شالوه,2
1529587465954242562,اشتقت لايام ماكنا ننام علي انجازات جديده ونصحي علي عودات الفقر شين,2
1529583792041693184,الصدور الرحبه زعلها شين,2
1529582277457485827,الله يسامح حظنا دايم مع الاحباب شين,2
1529582243907260417,ماش حظك شين معاها هذي ثاني مره تسوي حفله ولاتروحين,2
1529582193940516872,يا شين الحب اذا كان من طرف واحد,2
1529579898632904711,مت شين وقوي عين من جد,2
1529578846072324100,مليون الله الطمع شين وانا امك,2
1529577613290835978,كل شي مفاجء تاثيره اقوي سوا شي زين ولا شين,2
1529577375737978881,يا شين طلبات الجوع تمتلي الطاوله وتشبع العين وانت يا دوب اكلت,2
1529577036456632320,ي شين الصداع لا صار ما ينفع معه مسكنات,2
1529575058993184769,يا شين الغلط يومك تدري انه مقصود,2
1529573136341016579,يا شين الي ما يبي يفهم,2
1529572149467484163,الشين شين لحد يسوقها عليك,2
1529569130059374592,دايم حظك شين بالسفر,2
1529568787225268226,يا شين الناس اللي تفكر انها محور الكون,2
1529567883193458689,الله يسامح حظنا دايم مع الاحباب شين,2
1529567772610637827,يا شين افكارك,2
1529567601923342338,اضحك مع ﺎلعالم وﺎنا ضايق ﺎلبال امدح لهم حالي و ﺎنا خاطري شين,2
1529567205771333635,يا شين الي قلبه طيب وعلي نياته,2
1529565901275729921,هه والله ياهو شين نفس نفسيه خلاص ابرسله لك زمنه يسمع كلامك,2
1529563833450254338,الا ليت الفجر ما بان تري فرقي الاحبه شين,2
1529563714810261505,هذا معه نفسيه ولا فيه ماضي شين حاصل له وعمم,2
1529563050650517505,وكل ابونا ياعرب رحنا شطير ماشيي مكاسب كلها شين وزري,2
1529562594981421057,يا شين حظ اللي هقي ثم تمني وابطي عليه الوقت ما حقق مناه,2
1529562303477305344,شين وممل ولا فيه اي شي,2
1529558820590129154,يا شين غيبتك و يازين قربك,2
1529556657717510145,اضحك مع ﺎلعالم وﺎنا ضايق ﺎلبال امدح لهم حالي و ﺎنا خاطري شين,2
1529554875436175361,الله يسامح حظنا دايم مع الاحباب شين,2
1529551527416934407,يا شين فلسفتك حكمتي علي علاقتها وعلي الشخص بدون تفاصيل كافيه اذا خبي عنها انتقدتي واذا صارحها انتقدتي مدري وش تبغين محسستني الناس ملاءكه ومثاليين بلا اغلاط,2
1529548927686549507,الحمدلله يارب بس حظي مرره شين مره,2
1529548229662191616,يا شين الضيقه اللي تجيك بعد الدراسه,2
1529547114803511298,اه ي ثقل الكلام وري صدري عتابه واه يا شين الطواري يوم اقلبها براسيي,2
1529546726859751424,شين وردي وقوي عين,2
1529544493061529600,الله يسامح حظنا دايم مع الاحباب شين,2
1529542725976178691,شين الفعايل تجبر الخاطر يعوف,2
1529540175986049027,شين الفعايل تجبر الخاطر يعوف,2
1529536371462914049,ان اكرمت الكريم ملكته وان اكرمت اللءيم تمردا يخيي تري كلها ريالين بيكمل فيها او سويتي هالقصه كللها عشان ريالين بس يا شين البخل ولا مبسوطه كل شهر يحولك ويهديك وصدقيني انه استحي يكلم اخوانه او اصحابه عليها وقال اشوف اقرب الناس لي وزوجتي المستقبليه لكن الله لا يبلانا,2
1529536290269560834,يا شين الوقت وانتي مو فيه,2
1529533337244672001,الوضع شين والله كل شيء زادت اسعاره بصوره كبيره ذاك اليوم اروح اشتري حليب ولبن وزبادي من البقاله الحساب فوق ريال هذي اول كان الواحد يشتريها ب,2
1529532055998046208,الكبر شين والله,2
1529531779513819139,يا شين حقين الدعايه لين يمجد بالمنتج وكلنا عارفينه انه منتج عادي جدا طبعا ما انسي السلق وهم يشترون المنتج لعيون المشهور,2
1529531206651478017,يا عوونن الله تعال وقول اي حاجه يا شين الذل والحاجه ابعذر طوله غيابك وقلبي جرحك بينساه,2
1529531155871055881,بالطريقه هاي حتي الزين راح تشوفه شين,2
1529530383167111168,يا شين التعب,2
1529529557493108740,اللي يسمعك يقول ماني مقاطعتهم اساسا هذولي بالذات ماجيهم واشوف بنات القات بصيدلياتهم ماخافينا شين بحايل ماروح غير للدواء اللي به سعودي واتعمد اروح للسعودي واترك المصري به فرع ثاني تداوم به سعوديه باوقات الظهر اروح له بعد ولالروح العصر لان الكشري به من العصر,2
1529527856979656711,اييه اييه ياكثرر ما قلت ابسوي وابسوي ولا فيه شين من اللي قلت سووييته راحت حياتي وانا اطري وانا انوي,2
1529526494808182788,شين وقوي عين والله ذي البجاحه ي ناس,2
1529523184499834880,ي شين ي التلميع المفروض تمدح جانغ هو اللي سحب نفسه ويوم شافه حقروص سوا زيه,2
1529522824502820864,الجفاف شين تري انا سنقل وحاضر بلحلال اهم ماتكون عراقيه تقعد تلطم بعرسي,2
1529522480800575489,ترا الصدور الرحبه زعلها شين,2
1529521746843521025,شين وقوي عين,2
1529521544531148800,يا شين غلقه نومه العصر,2
1529521363169443841,بعد ما اشتكتهم وما لقي تجاوب منهم كتب معاناته وقامو هددوه بالاعتذار وغصبوه يعتذر لدرجه مظلم و ويعتذر عشان عيون مشرفه يا شين كسرت العين والله السعوديين ما يرضون لولدهم بنكسر مقاطعه باجه,2
1529517930618167299,يا شين الشعور,2
1529516405049241601,انت نايم والا الكبر شين,2
1529516110554533889,هذي تعزم تشحوها ما تاخذ منها شين,2
1529514659652435970,انتم نكته شين وقواه عين,2
1529510087341006849,الصدور الرحبه عيبها ان زعلها شين,2
1529509196676358144,يا شين اللقافه بس,2
1529505490820112388,زود علي شين الوجه شين اخلاق وشين علم,2
1529504595659063296,ركز علي فريقك النقص عندكم شين والله,2
1529504131358117888,مادري وش احتاج القاءمه مليانه طمع شين قهوه تابع فلم اومسلسل قدامك بخور حلا كفيله تعديل المزاج نفسيا احتاج الحين,2
1529504054736560129,يا شين التشيع علي الشمري,2
1529503509497913345,احذر من ال مليون احسن يبعتوا يجيبوا ال الباقين وقتها بيصير وضعك شين,2
1529501469883375619,معروف العدو والصديق لكن العناد شين,2
1529500822433943553,يا شين الكبت اللي ما يجي وراه الا الحسايف يعني تكبت تكبت اخرتها توصل حد معين وتخربها,2
1529492663338258432,استغفر الله شين وقوي عين,2
1529486292605718530,عندي لكم خبر شين الله المستعان اي منتج تشتريه من اسبانيا ايطاليا المانيا احتمال كبير جدا ترتفع قيمته مع بدايه الشهر الجاي ماودي هالشي يصير لاكن بوتين نكبنا الي يقدر يشتري او يحجز لعل و عسي ان ماحصل ارتفاع يردها الكلام منقول من مصنع مواد سباكه معروف,2
1529485623287070720,شين وقوي عين ما ذاكرت وتتحلطم هه,2
1529485082884554752,يا شين الخيبه بعد الهقاوي مره مره,2
1529484831406563329,يا شين سوالف الرجال اذا صارت كلها عن الحريم,2
1529483726048174081,ي ضايق الخاطر ترا خاطري شين لا ضاق لك خاطر تضيق الوسيعه حقك علي مغليك ي كامل الزين عيونك الحلوه ما ترضي القطيعه,2
1529482110368722944,لو كل من يتعرض للتنمر يقتل وبهالبشاعهكان مابقي احد يشجع الهلال كان امدانا انقرضنا سناوين طويله والزعيم يذل ويهين كل من يتحداه واخرهم قطو جده اللي من شين طبايعهم الخمه ماسلموا علي الكتيبه علوم المرجله تقول سلم علي راس تريد قطعه ورجال الزعيم علموهم المرجله بثلاثيه خنقتهم في ملعبهم,2
1529481689650667520,انا اكره محبه ماتعز اثنين وانا اكره محبه تعني استسلام ترا بعض المفارق زين ماهو شين ليا صار المواصل سيء استخدام بتفقدني مع الايام ماهو الحين انا ذاك اللي بتفتقده مع الايام,2
1529478464163782658,يا شين كبار الهقاوي ليا خابت,2
1529477007167434752,ااخ يا شين شعور الغدره,2
1529476904792858625,صراحه التنمر شي شين لكن احد يتنمر عليك بالعكس غلطه كبيره ما عليك من المتنمرين و تجاهلهم و حنا معك لا تشيل هم,2
1529476256638681091,والله كلامكم شين,2
1529471381787787265,في مجتمع مملوء شين وقو عين انبل ردود الفعل انك تستحي,2
1529471150417498114,لا تامن الدنيا تري وضعها شين ماعاد به دنيا صحيحا بدنها لاصارو العقال مثل المجانين واصبح ردي العرف يامر وينها رشيد الزلامي رحمه الله,2
1529471128569368576,في مجتمع مملوء شين وقو عين انبل ردود الفعل انك تستحي,2
1529470782702768130,شعور شين اذا حبك شخص وانت ماتبادله هالمشاعر هو يحبك وانت تكره نفسك,2
1529470027598012417,انت الي برد المنتجات الي ذكرها جودتها اعلي من الي عندك يا شين الفغاره,2
1529468260110016512,كانو النسوان زمان لهم شق بيت الشعر ترقد وتضيف فيه والحين ثلاثه ادوار وطبع شين بعد,2
1529466190409740289,ياربي انا ضعفت وضعف الانسان شين وتعبت من حاجه تسلبني ارادتي اعتقني من الشعور الي ماهو فاليدين ومن دمعه ماشهدها غير سجادتي,2
1529463387708706818,للمعلوميه تري لو ما انتقدت شيء تحبه كان مادريت عن اللقاء كله لذلك جذب الانتباه كان يتطلب الشيء ذا زين والا شين اهم شيء اجذب الاضواء,2
1529462973462466562,الصدور الرحبه زعلها شين,2
1529459926271131648,اختصار للكلام انك شين وقوي عين,2
1529459847468617729,يا شين الحيره,2
1529457892033806337,يا شين الشخص اللي يسوي نفسه يمون وهو لا,2
1529455854050848769,انتي الي مافهم شين وقوي عين بقطع الشارع وانتو وقفو لانكم تناظرون من بعيد,2
1529450720440864768,شين وقوه عين,2
1529445460032757762,اما يجبرونه يحذف والا شين,2
1529444267030085633,يا شين السخونه اللي بلا مقدمات,2
1529444132846022657,لاتشخصن علي كيفك نادي الشعب معروف ونادي الدلال معروف بس الكبر والزهايمر شين الله يشفيك,2
1529442306117586945,عجز وعباطه واستلطاخ وينطبق عليهم المثل شين وقوي عين,2
1529442029624770560,بكل بلاد فيه زين وفيه شين ما اتهمت احد وعين خير والمقصد القطريه اللي تربت علي الدين والعادات وتقاليد وسلم اهلنا ذولي اللي يسمونهم قطريات ويشرفونا ما قالت العرب الباقي فيهم شي ولا اللي علي راسه بطحه,2
1529434554288726022,من شين حظي,2
1529430999028965376,شين حاضرتني ليش ودي اعرف ماقد غلطت علي احد,2
1529426552995336192,يا شين الهياط علي قله سنع,2
1529425730815369217,لو سمحت ماتوصل يمكن انا شين ماتوصل غير الدعوه,2
1529425074599632896,لو ماربوه الاولين صح ماكان صار دكتور يتفلسف علينا الان كان صار راقص بتيك توك او مستعرص سناب يدور الاعلانات يا شين العلم الزايد يخلي الواحد يتفلسف فلسفه مالها داعي يوصل لمرحله عدم القناعه وش عرفه انه كان صار افضل مو اسوء بنسبه لي مايعجبني من زاه لاكلامه ولافلسفته ماتقنعني ابدا,2
1529424190574673920,اب روحين طماع وطبعي شين,2
1529424090276175872,الصدور الرحبه زعلها شين,2
1529424022374694913,صاير فيني طبع شين اني ما انام الا اذا الناس صاحيه وحولي,2
1529423849003130884,هي مايقصدون بها شيء شين بس احس ان فيه احسن منها,2
1529421795375333376,دكتور كان انك خبير بالامراض عندك علاج لمؤذي الناس عطنيه هماز لماز كشف ستر الاعراض شين اللغا عسي المنايا تخفيه بلوس في اعراض الاجاويد خواض مؤذي عسي رب المخاليق يءذيه,2
